4.551046357468237602e+00,4.865909169775507692e+00
4.048522530255042717e+00,7.244051503330998010e+00
1.224742605330414680e+00,1.078535902672834368e+01
3.911087790392623553e+00,9.056347465864622137e+00
3.967475924213532679e+00,9.279273359418169775e+00
-1.832773336155391064e-02,8.402427999251157686e+00
1.286093006167317920e+00,1.199777493303146336e+01
4.073654309470397195e+00,1.092718444961899849e+01
5.234751820232552255e+00,1.114062284093831146e+01
3.196176815744039335e+00,1.353714771357013724e+01
6.506795380218317604e+00,7.355365069011435608e+00
3.567348385431504454e+00,1.163068982678659324e+01
2.509233363220948476e+00,1.088767615131361488e+01
4.030160674151225031e+00,1.460471053179230516e+01
3.483674655015800425e-02,9.792243530174312482e+00
2.540314905100059306e+00,7.174896972820659080e+00
2.729617382161136252e+00,1.026878745288705552e+01
6.142029463436866621e+00,7.993136086078855840e+00
4.036343112891784379e+00,1.265029891211783486e+01
3.011807081766685101e+00,1.164152247420464548e+01
2.449567179687841989e+00,1.076873405059000000e+01
-1.619057451389858571e+00,1.138293400663642529e+01
4.308941806069254810e+00,8.033714275942070770e+00
2.787372211038131820e+00,1.249639388632278880e+01
-1.663772778192148749e+00,6.937466541259252217e+00
1.558375023310897722e+00,6.115631668557647060e+00
9.134000996624731528e-01,1.354010525465060510e+01
3.811521743006848872e+00,1.164772660995219589e+01
3.039322021321291700e+00,1.219610810137973544e+01
-1.500614346443759128e+00,1.274677644054840542e+01
2.412792783441500166e+00,1.346193055840912933e+01
5.100222672173251759e+00,9.566242931717354736e+00
1.805684710270765159e+00,5.784995388736383859e+00
6.597004563042516700e-01,7.590168963773462174e+00
3.844592899209609893e+00,8.500493940316928843e+00
4.831757942306849962e+00,1.177751709347242226e+01
4.930657069606017018e-01,8.494677266241987823e+00
5.010045117531198855e+00,1.319013499627883412e+01
3.869063686498528387e+00,1.291626450432142192e+01
4.105148384493450209e+00,1.202048203727782827e+01
4.565766313789906050e+00,1.124583431204388440e+01
3.217741227813274207e+00,1.166858984137074096e+01
3.240676737425144616e+00,7.967234150886516986e+00
4.761596297602066485e+00,8.651224130657402256e+00
5.057519530218971937e+00,9.801299210282104823e+00
1.177062719486803744e+00,9.283305173474367677e+00
1.672946645947342992e+00,1.121189777627096262e+01
4.470755862896850452e+00,8.541978713638103571e+00
9.364985731947028658e-01,1.050090325564998572e+01
2.487492045800897777e+00,1.170744543493911038e+01
2.085181250829378552e+00,1.220274862193170584e+01
2.756932297249629737e+00,8.512935507499118870e+00
3.570527846439158104e+00,1.115438666433692383e+01
7.893110335073689754e-01,9.990333615214476382e+00
-1.351984639914981745e+00,9.366290983503144929e+00
-1.319496067840200126e-01,1.206912472891119847e+01
-1.881792017108300019e+00,1.542383757081235274e+01
-2.648177641388587134e+00,7.983886688038390744e+00
3.089661066062673989e+00,1.081034155386911166e+01
1.171876533196917425e+00,1.013622020203254870e+01
1.326207982625425164e+00,6.414003928650409136e+00
2.041121223507795790e+00,1.060675078050295816e+01
4.462249436742471431e+00,9.143703244077835635e+00
7.490839517667522429e-01,5.086167803819873434e+00
2.239986781679559336e-01,4.289911778611302573e+00
1.768977111972662719e+00,1.287514666690908705e+01
1.772099893642567370e+00,1.631538426724186053e+01
1.954364070335857573e+00,1.068619130439897624e+01
-2.557208802457675567e-01,1.335852936945163094e+01
4.234152224928886099e+00,9.668072590011663081e+00
3.595638788961236898e+00,1.075992809472819545e+01
-1.034196998393700273e+00,7.136756720510543772e+00
5.516902666237177844e-01,1.231759462447532982e+01
5.840783877297099913e+00,1.019945465185048405e+01
3.170765157383232946e+00,1.008260160075533030e+01
7.002559199790088229e-01,6.462657049404640475e+00
3.066775220349285291e+00,1.336886677538256407e+01
1.661716774933255314e+00,1.287910651315728217e+01
4.327565225419538919e+00,5.005937956999482630e+00
-4.273372769953787120e-01,1.105958543774923086e+01
-1.028691553697214101e+00,1.104545356029848335e+01
1.749989917648648863e+00,1.523987462483649580e+01
-1.052475390082627804e+00,1.147181854217903307e+01
1.529717587047096705e+00,1.437420883588279352e+01
3.933081038056408296e+00,6.081675935694307533e+00
2.937022403243139124e+00,8.317245841300767495e+00
1.277110561090117891e-01,1.048136429717967921e+01
4.263265063626040963e+00,9.983578134056115161e+00
1.534999325300923090e-01,1.014191549091919775e+01
4.169964487542927145e+00,1.114907020104527469e+01
1.577350242384399026e+00,6.804446483649638111e+00
1.645706366272021492e+00,9.762364107278202141e+00
3.979816873772721308e+00,8.657990704931492587e+00
-3.171888341819455448e-01,1.448087316668864943e+01
3.737520382313896050e+00,7.373616048751761909e+00
2.909531542794006054e+00,8.957235987218364670e+00
-3.589049694018191516e-01,6.923373117595603254e+00
3.967046836096764562e+00,1.024439040215523633e+01
1.735361427355885500e+00,5.933298002364852941e+00
-1.964008462687169221e+00,9.199059735831266238e+00
7.306292753590131195e-01,1.221026299153470163e+01
-8.103484466735402236e-01,1.054905608902437386e+01
3.521439400312579515e+00,1.031890079528648840e+01
3.585748772417129082e+00,1.394303562824349108e+01
2.316686816007495153e+00,1.044356812299793269e+01
9.136011991889361195e-01,7.691791591670998685e+00
1.855258723248525143e+00,1.139128983671820272e+01
-1.278704091161674050e+00,9.127802565514693711e+00
-9.856902986002822331e-01,8.232408060765175506e+00
3.416732065273284213e+00,1.529316473828608736e+01
2.228830655295077623e-01,1.129133641817953304e+01
3.996004979628367870e+00,1.447389769297359585e+01
1.065174679335152863e+00,9.098380830596378033e+00
5.055749184713936195e+00,8.150439786892210492e+00
-1.089744543568131885e+00,9.526846275498559891e+00
2.787670729763563671e+00,7.680108173527648852e+00
1.026378121796863052e+00,9.291387085918247024e+00
2.986543845857902113e+00,1.284314509720906727e+01
1.093940924971475326e+00,1.275281523798373229e+01
3.396541919255958497e+00,1.012042062372586848e+01
4.445438110136459287e+00,8.084713159803566640e+00
-8.002744417166773871e-01,1.198430584945542243e+01
4.875536383982379540e+00,7.586812515365249254e+00
1.027717264075481918e+00,9.006076327646258761e+00
7.501034201044119776e+00,1.151060853254663208e+01
6.402426470379174006e+00,1.023095877749297600e+01
-2.700803299723655293e-01,9.903202113549767205e+00
2.184304597595348785e+00,1.027196762265957908e+01
2.108111789432808969e+00,1.245737296782712455e+01
2.933473575173521919e+00,1.049130575583967762e+01
2.706139145805674495e+00,9.597534792208481491e+00
-1.162526391842131357e+00,8.646221295270700935e+00
3.335867247186257600e+00,9.165797134750850006e+00
1.069510800956203767e-01,1.174010665445866053e+01
-2.796184758255573222e-01,7.593950095548516188e+00
2.619737583192277341e+00,8.230697658008345741e+00
2.226267321066865534e+00,9.411419710049854004e+00
4.128265097338132961e+00,1.161288176030504538e+01
2.378679076797516778e+00,6.650322583797932730e+00
4.510198086152775510e+00,1.211329599912559019e+01
3.820392495715092984e+00,9.435770533849659358e+00
-3.039578248353240753e+00,1.163948691998540319e+01
6.970326535249427025e-05,9.470591047174497845e+00
2.027976513170429040e+00,1.198373940724961706e+01
4.282516796358168953e+00,1.035038965829836499e+01
-3.071234903228647006e+00,1.452697067146248244e+01
-1.210336034666835037e+00,6.894476664465619464e+00
2.757709768889276436e+00,6.886564541459620159e+00
3.665716502190075943e+00,9.182890522342630035e+00
1.036192111757776591e+00,9.015654602765547310e+00
1.804549914702658242e+00,1.123654446668236595e+01
8.747801927763438901e-01,8.216766596704674797e+00
4.756272982917075787e-01,1.100583188653621036e+01
-8.469819327422878352e-01,1.277023214836005849e+01
-1.671259541038686791e+00,9.439134444695870485e+00
-6.537014861416219347e-01,6.588204943732817398e+00
3.644716676976145209e+00,5.414935293242320924e+00
1.529422628189542888e+00,7.546042862585101929e+00
-1.534378375290484708e+00,8.798664476480642094e+00
3.169384162780066294e+00,8.435089269706313786e+00
5.569657102088232392e-02,7.397011781427163868e+00
6.325300032234322245e+00,9.820020047663341245e+00
-2.460848858674822282e+00,1.087608182464131090e+01
2.296447584371672512e+00,1.038912414382639859e+01
3.291563919861602905e+00,1.044532505802060385e+01
2.449059194511325810e+00,1.293679692115004087e+01
3.839898289184168423e+00,7.762550849631090877e+00
-6.104339488973011818e-01,1.187555673116527721e+01
2.795346669717449828e+00,1.204112183536343395e+01
2.374055729598923747e+00,1.334228178934895404e+01
1.935706566829274777e+00,8.725805077176573832e+00
2.638763894579366109e+00,1.013229739600610024e+01
2.861243846255514534e-01,8.678908363291311545e+00
-6.285700839759655878e-01,8.592776604500766524e+00
-2.062949477929132414e-01,1.262926291347600127e+01
2.198232460647635556e+00,1.018264130020598479e+01
-1.056151195484382299e+00,9.400802364120245613e+00
6.954552199529602241e-01,9.883941447153054227e+00
2.556343223882062698e+00,1.182176851256922134e+01
-2.287093733678484675e+00,9.348163656749553851e+00
1.422479726295308389e+00,1.218350289138441944e+01
3.689894007131838016e+00,9.589324779201948701e+00
-4.694206414474533240e-01,7.389968574338089624e+00
2.379410503055809922e-01,1.413487701863365409e+01
2.151671133791678958e+00,1.169653819494000224e+01
2.535082167412352039e+00,1.359823477410205150e+01
-8.901507357907241236e-01,1.041277611243407542e+01
2.264707677314639511e+00,8.815752586858218720e+00
8.058930487503374707e+00,1.501097290714831978e+01
2.642975112716525743e+00,1.250871076424186512e+01
3.986992833630542687e-01,9.638881783026102212e+00
3.080022103125438893e+00,7.165322357540610199e+00
3.253742838701092932e+00,1.053856983824354643e+01
4.382745413686182090e-01,7.420868349529177621e+00
-4.654915332016469343e-01,6.824220504829426659e+00
1.323839321923943046e+00,1.404029572475321785e+01
3.425630312640102204e+00,5.272878951318067386e+00
5.134815907837356974e+00,1.037046188541534342e+01
-3.714123607397823434e-02,6.658504344445458578e+00
4.274378930784434871e+00,1.435887096921420891e+01
-4.519257313751188221e-01,5.417546230700556187e+00
1.418411480560941573e+00,1.034109351948305999e+01
3.932696384458062688e+00,9.514681825834562900e+00
-9.475709602932003150e-01,1.122415382147252494e+01
4.368698064110638768e+00,9.560435611263956801e+00
-1.832414130326538881e+00,8.479925366860099345e+00
3.532705171152479284e-01,1.274291232714713296e+01
-3.649278692125947465e+00,8.684343461755565485e+00
1.691432767886124289e+00,1.252868658622954889e+01
2.268473503096088528e+00,1.137513169630790699e+01
1.167391577582562290e+00,1.145462408345262517e+01
2.788544167042601885e+00,8.628897270043347945e+00
4.912432242278120142e+00,1.131224738050060274e+01
2.882942476575716118e+00,1.119383143106805001e+01
8.382246356149514188e-01,1.158964411140199324e+01
2.076448336911424608e+00,1.294598913665512363e+01
2.063365771891458866e+00,7.189223753693014807e+00
6.976588970521397925e-01,9.938774357685810301e+00
6.862577099174534290e+00,1.022845862041062048e+01
4.161604389209140109e+00,9.213156345024803073e+00
3.235973865872909805e+00,8.192790351370140556e+00
-6.770595246102484310e-02,1.051606756214708405e+01
1.349022117026028367e+00,1.069293473953435125e+01
3.206087810950128958e-01,9.231080807696937285e+00
1.737728459576922235e+00,9.413365722355001353e+00
1.233322686723648420e+00,5.392453337982116679e+00
4.012328644172709957e+00,9.640402272643745718e+00
-1.808002536721272424e+00,1.102313930598156944e+01
7.655607644846993409e-01,8.999130878614703732e+00
4.975503870056128264e+00,8.779091531025139616e+00
7.673665197382175673e-01,9.943801325127079593e+00
3.620493779672234069e+00,6.324784569446944005e+00
-1.039878100502158009e+00,8.208061942485164408e+00
4.663828146852289080e+00,6.810178701245259703e+00
5.322915255255171729e-01,1.125849595796554148e+01
3.915588594413721424e+00,1.055007894476743679e+01
1.466615137713200845e+00,1.078109800437935029e+01
-4.517272178388953563e-01,8.444869643975554396e+00
-1.046724677350773014e+00,1.014392841460732342e+01
-8.079139822176495400e-02,9.764690916440976309e+00
4.527416799645951784e+00,9.050690708760653180e+00
1.096005887242704091e+00,8.308517329971538246e+00
4.568571988286008079e+00,1.054595633483293327e+01
2.515488833058184603e+00,9.970628701276366357e+00
6.106829194436911301e+00,1.010624781278794337e+01
-8.757207950753347347e-01,1.102735581175636170e+01
2.152894527963371551e+00,6.547122659907888220e+00
1.688305107719016318e+00,9.875975984159509835e+00
3.456418763708295927e+00,1.095677932228548990e+01
2.415128264983042783e+00,8.426071314638425847e+00
1.768773590726927747e+00,8.042128808208428126e+00
4.996293321115551578e+00,1.102050243935796203e+01
-4.045200615882005302e-01,9.572653437993643877e+00
